23.7368,26.8023,0.0000
20.7288,26.8360,0.0000
18.6885,30.7720,0.0000
22.8038,29.4990,0.0000
20.6185,23.7849,0.0000
19.9762,27.0824,0.0000
22.6445,29.6779,0.0000
21.4481,26.9277,0.0000
25.5973,26.0730,0.0000
21.7313,28.9377,0.0000
21.8112,30.2444,0.0000
19.6916,25.1356,0.0000
16.9087,27.4191,0.0000
22.7843,28.6061,0.0000
19.7731,26.4654,0.0000
21.6243,30.0917,0.0000
18.9288,28.5345,0.0000
19.9554,23.6723,0.0000
18.6504,25.0142,0.0000
22.2423,24.6947,0.0000
17.8634,26.5872,0.0000
20.2810,29.5566,0.0000
18.7415,27.2540,0.0000
19.9331,29.6924,0.0000
21.6589,27.3587,0.0000
18.7734,29.6136,0.0000
22.5320,25.9749,0.0000
17.0647,27.0796,0.0000
22.1386,30.1396,0.0000
22.1493,26.2603,0.0000
23.2070,24.2200,0.0000
23.0492,27.8940,0.0000
20.5772,27.4405,0.0000
18.9235,30.3503,0.0000
20.8965,26.6372,0.0000
21.5084,28.4876,0.0000
22.2422,28.1721,0.0000
21.0351,29.4788,0.0000
19.4025,25.5760,0.0000
20.8223,24.3823,0.0000
23.1713,27.3605,0.0000
19.7523,29.3729,0.0000
20.7880,31.9353,0.0000
20.8656,27.3916,0.0000
18.1346,27.6124,0.0000
18.8713,26.6179,0.0000
19.1343,29.5713,0.0000
20.7023,28.4635,0.0000
21.2856,24.4072,0.0000
21.1428,26.7587,0.0000
26.9201,18.0731,1.0000
26.8267,24.5877,1.0000
23.8087,23.3544,1.0000
28.4630,23.2770,1.0000
30.5269,20.6161,1.0000
25.9126,16.6358,1.0000
27.8545,19.2620,1.0000
29.2585,20.8130,1.0000
28.0669,21.8916,1.0000
28.7746,21.4318,1.0000
25.6428,19.4505,1.0000
29.8123,23.5664,1.0000
22.9286,22.9867,1.0000
27.5325,24.3678,1.0000
30.2681,25.8596,1.0000
24.5727,19.6298,1.0000
27.2842,24.0862,1.0000
24.1145,18.6853,1.0000
30.3320,22.3352,1.0000
27.9148,21.8493,1.0000
27.8882,23.8956,1.0000
29.7603,19.0337,1.0000
27.8606,22.3103,1.0000
30.3967,22.4402,1.0000
26.3134,19.9694,1.0000
27.2202,23.3703,1.0000
25.4794,19.5287,1.0000
26.3079,18.5804,1.0000
28.2837,19.9936,1.0000
31.6590,19.7159,1.0000
27.7525,21.8298,1.0000
29.1754,17.1608,1.0000
27.2937,20.5126,1.0000
24.4797,19.3941,1.0000
30.3826,25.0703,1.0000
27.6982,26.9433,1.0000
28.3342,17.2016,1.0000
27.2255,23.8066,1.0000
26.8385,18.6045,1.0000
24.7788,21.2121,1.0000
29.8264,21.8214,1.0000
24.2182,22.6090,1.0000
27.6060,18.2780,1.0000
26.0145,19.9277,1.0000
29.9763,23.4139,1.0000
31.0700,22.1804,1.0000
26.9413,22.6981,1.0000
30.2034,23.2430,1.0000
27.2636,23.8020,1.0000
27.7094,17.9095,1.0000
