21.0367,26.2392,0.0000
22.4178,29.1723,0.0000
17.6244,27.9891,0.0000
23.1434,28.3981,0.0000
19.9944,24.7034,0.0000
23.2372,28.1536,0.0000
21.7047,31.3098,0.0000
21.5144,25.8620,0.0000
20.7987,25.6559,0.0000
20.9120,28.8151,0.0000
20.6269,28.7819,0.0000
22.1687,26.4458,0.0000
22.4902,28.5124,0.0000
24.1769,29.5101,0.0000
21.5798,25.2634,0.0000
19.0177,25.6264,0.0000
18.7040,31.4173,0.0000
20.1581,25.4257,0.0000
22.8939,28.6361,0.0000
23.5705,25.1407,0.0000
23.2292,29.2201,0.0000
23.7356,27.1684,0.0000
22.1584,30.2477,0.0000
19.8940,26.9073,0.0000
22.1624,27.7541,0.0000
21.3927,29.6846,0.0000
17.7846,30.0557,0.0000
18.9593,26.4375,0.0000
23.3900,31.6985,0.0000
20.1994,28.5282,0.0000
20.3793,29.8934,0.0000
20.8038,26.2404,0.0000
22.7990,27.9830,0.0000
22.6933,24.2990,0.0000
22.0991,29.5654,0.0000
21.5466,28.2923,0.0000
23.3365,29.1405,0.0000
22.0473,28.6461,0.0000
20.7116,26.0641,0.0000
19.1726,27.9803,0.0000
20.4566,29.7837,0.0000
19.5914,30.4707,0.0000
16.2036,27.4082,0.0000
21.4574,29.4548,0.0000
23.5687,28.6024,0.0000
17.2709,30.4144,0.0000
19.8238,27.4162,0.0000
23.3599,26.8385,0.0000
23.8591,28.6812,0.0000
20.7365,29.3874,0.0000
24.9758,21.0611,1.0000
29.4455,21.2242,1.0000
24.9200,20.7326,1.0000
30.5031,21.1851,1.0000
26.4526,22.8691,1.0000
28.7875,20.6660,1.0000
25.7689,23.0300,1.0000
25.8207,18.1014,1.0000
29.4325,18.6908,1.0000
29.1224,20.0586,1.0000
29.4636,22.1481,1.0000
27.5282,17.6684,1.0000
28.0900,26.1402,1.0000
26.4023,20.2984,1.0000
29.9390,20.9198,1.0000
25.3826,18.9935,1.0000
26.4604,18.8459,1.0000
28.4616,20.6667,1.0000
27.9702,20.2779,1.0000
26.2376,22.1768,1.0000
27.7038,19.9992,1.0000
26.2119,14.0868,1.0000
28.1431,21.6019,1.0000
28.1686,20.9566,1.0000
27.8630,20.8558,1.0000
28.5162,20.5479,1.0000
30.8691,23.3645,1.0000
27.6008,19.7657,1.0000
30.8994,22.6973,1.0000
30.0473,19.1365,1.0000
26.9980,22.1330,1.0000
28.0153,21.7058,1.0000
26.6522,21.3097,1.0000
31.1244,21.0115,1.0000
28.3911,22.1055,1.0000
26.5339,17.7270,1.0000
25.4214,18.6489,1.0000
27.3701,23.2157,1.0000
27.4803,19.7801,1.0000
24.9454,26.7377,1.0000
30.5131,23.9760,1.0000
27.0314,21.8826,1.0000
29.7795,19.1321,1.0000
29.4781,19.7509,1.0000
26.5425,19.3352,1.0000
26.8829,24.6428,1.0000
29.7710,25.9359,1.0000
29.0690,19.8687,1.0000
28.1173,21.4381,1.0000
30.4369,19.1275,1.0000
22.4801,24.2921,2.0000
20.2196,23.1718,2.0000
26.3581,26.5879,2.0000
23.7755,25.6553,2.0000
20.2729,17.8630,2.0000
26.9451,23.6624,2.0000
23.2971,23.5023,2.0000
23.7185,20.4650,2.0000
24.6570,24.2853,2.0000
19.3764,25.4517,2.0000
22.8943,23.2045,2.0000
22.5444,20.6994,2.0000
21.2031,22.3152,2.0000
22.6081,25.2058,2.0000
24.5073,23.4746,2.0000
22.2544,19.9161,2.0000
25.5163,20.6983,2.0000
21.7795,20.3497,2.0000
20.5943,24.7996,2.0000
22.7662,22.1152,2.0000
23.9680,25.0924,2.0000
20.5232,19.5401,2.0000
22.5183,24.3597,2.0000
23.7106,25.1991,2.0000
24.3612,22.5583,2.0000
24.9958,23.9262,2.0000
21.8262,25.1052,2.0000
26.0627,23.1105,2.0000
21.1872,19.6170,2.0000
23.2745,22.0744,2.0000
20.0812,23.2424,2.0000
22.2733,24.0090,2.0000
21.5805,23.2133,2.0000
21.3664,23.2574,2.0000
25.9714,26.5897,2.0000
25.5886,26.8062,2.0000
22.4729,26.7432,2.0000
22.7492,22.3367,2.0000
21.3619,23.9998,2.0000
21.9801,21.3357,2.0000
26.4434,22.8150,2.0000
22.3487,22.7992,2.0000
21.7520,22.1201,2.0000
23.4860,19.0844,2.0000
23.2604,22.5168,2.0000
24.2684,20.2227,2.0000
22.9282,22.5655,2.0000
21.0825,25.8895,2.0000
23.4493,20.1638,2.0000
23.7574,24.9582,2.0000
